hash,family,objectives,selected
03c943b521fdd0218382253eb3bec4c9,packup,3,False
03d7a6b116734cf643a5da27e399827c,packup,2,False
03daaee94fd7ba3c91d0300da9972838,dal,7,False
03f1d1492cd4e686b4e5d4c9559e3749,set-cover-ep,3,False
03f644e98f9098a2414aaa3cce13c274,dal,7,False
040766df8480a3a5accba81aee9796b5,packup,2,False
040cd503ff5322840749260f7373d25c,packup,2,False
04126c16aca6b1cd96f71a5e194e4393,set-cover,3,False
04163e62a1b9ff7d1250404779842687,packup,3,False
04196f0e07d71ac3062dba4c7c2c01f5,packup,4,False
0420aec81b95ab761efa472e9e924a76,packup,4,False
0421f328084f25a13a884c93d656702d,packup,3,False
04321fb3af6b9f933ebb63ecb3b547a3,set-cover,4,False
04372510b69ea18daae4254d605de528,ftp,2,False
043fd8a8006ae7500044f86874fdc77a,packup,3,False
04448e3b680744e6fdaf255b68bfb3b9,set-cover-ep,5,False
0453dbd15b10a5cbeabf1e021da09272,set-cover-ep,5,False
045b359b6b2d82ab44cf8157b619e553,ftp,2,False
046f36d877416fa639d77834709e4d2a,packup,2,False
047112f08076183f4e1391d6ee2df305,packup,2,False
04790b0070d77c344fbc9b14eb15f0f7,packup,2,False
047e5aa5597ed97dd55e26fc4c17a156,set-cover-sc,2,True
0481974778e0d930720bf5e93e01c41f,set-cover-sc,5,False
048d01e297bf064aec121b6796bb3012,packup,3,False
0492820f9e4a56292bd6df104638b80b,mlic,2,False
04977a622a0fc560fd67f7ea0e7024ee,set-cover-ep,5,False
04a040c4a1fe9a3d6b4db9f738f67e4e,set-cover,3,False
04b1487859a5fdb93cbbce18730a928f,set-cover,4,False
04b3636a18a0fb2f781a3492cf6a9718,packup,2,False
04c52e173137fed2b35744e842cb54ac,packup,3,False
04e687a946c1b15aaf86fb5aab328be7,mlic,2,False
04ee83f5b860d2cc2c67a18efe97ee61,packup,2,True
04ef79980066fd1a438e15a319e813d6,dal,7,False
05055b26efde9e51be155c949cdf00de,packup,4,False
0509514a971a37254f12bb8b60bd911a,dal,7,False
0527e827198767f5e6009d7416701512,packup,3,False
052d466ae5a63f9ee3225227a879f740,dal,7,False
053483a607de34dca764dc4a55ed0dd8,mlic,2,False
0544440e4509cb79fe7d2f178f8cc62a,ftp,2,False
0555d83ad8ecfb110f0e221ee183a573,packup,2,False
056c595d9af75424fe23d18cd986a674,ftp,2,False
0581f87918e493658253cf72731f27a8,packup,2,False
0589a34610977c77b3232ed2b0c2d34f,packup,2,False
058ea378945b37ea1326480baffdfe1d,packup,2,False
059133cd53e1d6efa1bc3b5d844f428d,packup,2,False
05916766abed5467485ba31c98d5c986,packup,3,False
0594815f151bcdd57a87337c77972f9a,mlic,2,False
0596a2958785d5111575d9345680b481,set-cover,3,False
05986ea65f70e0687e97ec90089441f2,packup,2,False
0598fb390e453825ac0fc0f9ca10901a,packup,2,False
059fb0b1a12bc4b30d34ca540e50ea4e,set-cover-sc,3,False
05a3d7e992e883ea7c23f34317cd230e,dal,7,False
05abf858c82f282edd68b781d594dfd0,set-cover-sc,4,False
05ae568fb659529f84d0f08e8db3e3b3,packup,5,False
05b4b9bc0e329a69ee89e2d109d4441c,dal,7,False
05b7ab319965a0149155998f14084410,packup,4,False
05c7ee482fd4807986ff7a3e838021b1,set-cover,4,False
05cde105f2f5c60f8efced4e3daf4ba2,packup,2,False
05d12506ac69e56adad0690dcca079ff,packup,2,False
05d52107c0aef7008841086ed6400e1d,packup,4,False
05daa6604bc5ea23b3d7375b48f1ec85,packup,3,False
05e5e8d1961490fbdf35154002351284,packup,4,False
05ee5317403ddd34170ee50d311db475,dal,7,False
05fd621909f8a50dd3a0ab4abb5f86c9,packup,4,False
05fe92d104329515098fba912bf7e7c5,packup,3,False
0600bfcea0a068ab1f3ff17bd5d92015,packup,3,False
060a11e622701c3f17e06925eed9d92e,packup,4,False
06176bee5e99558d23327834e93a930f,ftp,2,False
06180f1db114b6a08a48d8c55980f3d5,dal,7,False
0624f75cf98852254334592f1da3f403,packup,4,False
062c113b495e40ca98e4e2d9b63a557f,dal,7,False
0642d79f1c36314a916f24e5fc6815c2,dal,7,False
0644f324786c08cf39ad64cf7b08ce3e,set-cover,5,False
064957bfd98447e53d9995cc66e6c40d,packup,2,False
0650e384cb5087cc58e5eccce7a4cc84,set-cover-ep,4,False
0657887098cddb58a7c05c002a6851ba,packup,2,False
065dc33ab7ecdbd93476db893555a88b,dal,7,False
0662de4fb2f63435bc309a480d58fb61,packup,2,False
066380d7019410ad64a9fda2699fcdd8,dal,7,False
06686c56496c0a9582b75d3d97a75ef9,packup,2,False
066a31a2450465bd5be82ae482e4e634,set-cover-ep,4,False
0679920fbbf588a937ab2ef08db22706,packup,2,False
069b47f9c4230d63c0c4771171257f48,packup,4,False
06ab309b263f65f35c7349229cabdf5c,set-cover-sc,5,False
06abba7b8e3bf349a32714718e046cda,set-cover,5,False
06ac9fbd8a2aa3453d19eb41fe353700,packup,2,False
06aff9be49a0ec8998094b81445fe806,packup,2,False
06c6670f2cca1432f71b417a744e59b0,set-cover-ep,3,False
06c68a1bf5242834d254984cc02c9411,packup,4,False
06c7e8302c9fd306348d2da578646e30,packup,3,False
06cd97bb5cfc62be94ae7e3051803eea,mlic,2,False
06cf0bede22782d6b730b29767886a87,packup,2,False
06dc020e8b7d0f1f657a22bf6e6d39c4,set-cover,5,False
06dc448524aaecf17efeaa9e885b44c1,packup,2,False
06df7c7f1925e578efaa06cc5dde7dbb,set-cover,3,False
06dfbb3a46a5cdb437766cddb9aef5d5,packup,2,False
06e154d392a61f9f701b5974bc2f9684,set-cover,3,False
06e4d02046c475219ce7d533ab1331ea,set-cover-ep,5,False
06ea5549c01fc8d2826bc280572d93f9,dal,7,False
06f3bd262cd448fd6bacd000226b50d6,packup,2,False
06f7b52608cbf6f62cc9f0596db0c3d3,packup,2,False
06f94d35ad392ca827d4eceb4e1fbfd4,dal,7,False
0701cbea43c4837863a974c7ea14061c,packup,2,False
07036f2a061285a88d9cfc360da76c1e,dal,7,False
070662687be5f8a73d177850827fae64,packup,4,False
0708db7afa893f48f2a095107fe6f0e2,packup,3,False
070cfcf28df41a2d25853d2b6e6410bf,set-cover-sc,2,True
07129dd23dad65cb9c36f5ff0c4a3384,packup,4,False
07311e14efe722ca6989a36355ebea20,packup,1,False
074121666c069543e3f83c0383d3fc7e,packup,3,False
07475ce64f2a7fe595fbcfa25f254473,ftp,2,False
0756ef716da9b104c1727ea51b1ff20e,set-cover,4,False
075752eba5c0f4ec5abacca1cf7877a6,dal,7,False
07628bd8a585d666a2af86d3a2e4e212,packup,2,False
076e2070130a79f0d5b8f28e65da9212,dal,7,False
076f8012075b283ca133377b08ebb4a5,packup,5,True
077e5ab2b401c88af0a57684adae2a62,set-cover-sc,2,False
077e5cef27541b6957bb56e156c4cfad,dal,7,False
07841d1ee861ad982049f6f6da0d8b7e,packup,4,False
0784af07a65d3645e969a906914d60aa,packup,3,False
07865abcbd00a43acf22f247d410fb7f,packup,4,False
078bdf7d16d1b90bfcfe6f9ae3ee72ef,packup,4,False
078d3ac2f86e92b1e8a459a535bba378,dal,7,False
0794498cba5c1684ba900a2e867135c8,dal,7,False
07988df96ae5c5c5fbce62122a279102,packup,2,False
07aab589c1db8a4136665219a26f77e7,dal,7,False
07ab8908e840df78733bc9e900634d0f,packup,3,False
07aeac761a6792dd9c9130eae8df0b94,packup,2,False
07b4ae6ee314c78632b353313299a1a8,packup,2,True
07bf0e9791e8c94100b3f44ea0c00f44,mlic,2,True
07c2185cda744f10b5cf800d18f6ce3d,packup,4,True
07c2ed7b6f93b5d793fe9d9dc91aef42,packup,3,False
07c6d6d6ffe280372b1c07e3f1760951,dal,7,False
07c99df899be86010ded6854780ea8bd,packup,2,False
07cc3461e887fc49127ef0b5ce6b52a5,packup,2,False
07d4053ef1972bfb4037d2c8f4d300e8,ftp,2,False
07f0b2291d04209f9467d66110491a59,set-cover-sc,2,False
07f60d1524150791a70b7cf4d9ccb1b1,ftp,2,False
07f9944aff45cc8a81390bbad43e7c7e,packup,3,False
07faaaa0d2159fa1487a448408d79b53,set-cover-ep,4,True
07fb1bfe64ede1de35185bf787083de1,packup,4,False
0800d2b856110b271aae699adb53bd2e,packup,3,False
08010f1ac53a85bcf862052b0a18ee87,packup,3,False
08115f96beff01d6d11aeb0297e5be9f,mlic,2,False
083194066da3db7249fd704f1f16ab33,packup,2,False
083449f0d6af12b11dd71c5b25202f7d,packup,3,False
084b66d29838afc764ba755a234ee6bf,dal,7,False
084f26d9ef30a88c6441d0fabde14815,packup,4,False
087022a60ffb14e23d382a7cdd10ba34,packup,3,False
08713e4014212cfb4b5f38af643a7a55,set-cover-sc,3,True
087b5f937495e9c6ff986ac60504bb94,dal,7,False
0898ac800102ee07ed0e595dfd6fc19a,packup,2,False
089c11ddc2481cd70fa4dcbad77b39e9,packup,3,False
08acea0ca19dea339d2910595b168506,dal,7,False
08b167281be98ebb99731d0420a602fe,packup,4,False
08b774106cd2cb76f880907ac6da09b0,packup,3,False
08ba23cd32455984ebdef0fcb6a4b968,packup,2,False
08c5963cca6337439c3ad66e3b3aeb5e,set-cover,5,False
08ca2c65c5d52aad1fcee0d1b130bffe,set-cover-sc,3,False
08e46ba8c532e95b5e8139c95ec00b63,packup,2,False
08fda549318dad98b4ffc9db0f178e21,dal,7,False
090189aed975abbd55a8e5eec41a790b,dal,7,False
0903e9cf634ad3fee4207bb3026726ba,set-cover-ep,4,False
090bb4709953416f1361e478c51215bf,dal,7,False
090d98dcd820f5ea52ded4e9e8887c0a,packup,3,False
09161f34dad33b6be1c911b4576d3c57,set-cover-ep,2,False
091d3be03db51f15f8f3841fd8f03a41,dal,7,False
0924417af18e8c1e58267123a38794ed,packup,3,False
09276ef7de7a10250d1de53ef47e4240,dal,7,False
093189097a587b47c7202a25e537d5e6,mlic,2,False
09363559b18e1c6152b95c9afc2282f1,set-cover,4,False
093ea938bde53d9681b21a0ac004ffc0,packup,3,False
093fc73a4520e8d66fb89ff2095c081c,packup,3,False
0942f1b69c7bc63517abb897a0127c6b,dal,7,False
094e4735933779f835a69443a695fb34,dal,7,False
096c8079e27bce04c283c320e91a62c3,dal,7,False
097034a24bea214280de8a92cacc2994,dal,7,False
09705f7576a03a6868f48679fe0a2c2e,dal,7,False
097544b4b97d970a4be3016a05386099,mlic,2,False
097cea8a3086ddf5984c220d574964c9,packup,2,False
09904c1d71eefe48ec197b76ad8eb7e8,dal,7,False
099da6a57e373c7a48c71779d6a80629,dal,7,False
09a39aa5ad3e13bc122f9e8b889c84d7,packup,2,False
09a7c680459202de9373decb7ce197aa,set-cover,3,False
09ae824a94b9183ccbf1c34bf5598fcd,packup,3,False
09b64eae244b66bc7a14da7aad8a9b26,set-cover-ep,3,True
09c3148d2ec93ce6adca133612a116ef,packup,2,False
09d2db3cc2456fffa81637c97ce601d7,packup,3,False
09d594a61c0dfa1341b69612a5954cce,dal,7,False
09f8dd80f0121a039d94a8d8a925f3c6,set-cover-ep,3,False
09f941f63522d1cbd3ac2da8edb11e00,packup,3,False
09fb5b11a9fb03ba043a3e06244255ca,ftp,2,False
09fed38474dcde091c77576278f2fb1a,packup,3,False
0a005fc2a8f3f7a982d33dc7a8e9d9c7,set-cover,3,False
0a174315b785e15b89d44386c57a7c61,set-cover-ep,5,False
0a1854fc9fd99e14b62f1294a6113793,packup,3,False
0a1e99a0121c88e034bb96cd158c6e1c,set-cover-sc,3,False
0a213ef3494c319cae66c142e0ebff36,ftp,2,False
0a22f5120d0594feda38f34d73b831fd,packup,4,False
0a23ae1e3f20354af8a93170b075993e,packup,3,False
0a24d1abe3eb6cb5f71de123c4f9b0fe,packup,2,False
0a36cd087941cb32af14d30e7d5145d5,dal,7,False
0a45681f3731c58f48cc2736a71be872,ftp,2,False
0a495fe7db0861564089d01cc611be2b,mlic,2,False
0a57ce1e5439631b0545c00065737419,packup,2,False
0a69fbe2ec46815c1f4d3ff88b5e125d,set-cover,4,False
0a6d4466d33d5bf85782b16f6d49a7cd,set-cover-ep,3,False
0a7233921412d602443ed1c41902e373,packup,2,False
0a7d51c0d6dbb05810283655735462de,packup,3,False
0a7dfa6c0bbe12f06ce41a714330c623,dal,7,False
0a869fa6e768bb94c2b982110799a0be,packup,3,False
0a92f0b6321097b10c84e4cd4c64c66f,spot5,2,True
0a983fa2564723149a1349e0dc0ae1c9,packup,2,False
0a9eecb034b2599a019fc1b93a3e6246,set-cover-ep,3,False
0a9fa0f8e6859b1aafda33b3c1e597e6,packup,2,False
0aac4c5f733acd969eddcd42563dfee9,packup,2,False
0ab8c31bc1279f154fb226fbaa832903,set-cover,4,False
0abf4c163996d62d376e5bac5793e3df,set-cover-sc,3,False
0ac6dcc0cb2f1dcb22cfed7d52fa4ac5,set-cover,3,False
0ac7af75776d5210638df4f8adc2a111,set-cover-ep,5,False
0ad3174edeb90660acc578b2fcd6c283,packup,4,False
0adca69e4d07481fb527c73506f73c67,mlic,2,False
0add017090c2d3e63ff6ff6d41c51348,dal,7,False
0aea6a9a2b0fbe0ad521708aea99630d,ftp,2,False
0aeb6f3753ec5e10a9c70be12cbe5a2c,dal,7,False
0aec424d244c19859a41c71f8a387d2f,packup,2,False
0af75505d897e2eb23405f0f7d55acba,packup,2,False
0af806613046266374ec224f778eca50,packup,2,False
0b08e28baaa5929e0aa13021e56745a0,dal,7,False
0b0c82aa939e46e4cb96723cad7d7a9c,packup,4,False
0b0db150eb22265f5ec86f93add0bf9a,set-cover,5,False
0b2cd5b7ea3e0a8b470ff5377b3eb8d6,set-cover-ep,5,False
0b3147a230f19c881d2b783e411f41f9,packup,2,False
0b3b318fed1a434b98b4f8f70ca2e1db,packup,3,False
0b3b4d4acd66973b0159f278faf9b6d5,packup,3,False
0b40378ae4432bf5a1150b357f52610f,set-cover-sc,4,False
0b46ff1c1e8bbd5b96f5e795b91d21c6,packup,3,False
0b4e1b368e76fdf3004ea00f813daac0,set-cover-sc,2,False
0b5039b970f147846ed101bd6573fcc2,packup,5,True
0b62e5c860d5f69c1a7033b0c05ce5d5,ftp,2,False
0b695a18adf57d7cf72de95d7ae04b47,packup,3,False
0b69bb622d5559942679818e469fa2f5,dal,7,False
0b7148511738d9d5b464897e468fe3c9,dal,7,False
0b7bbfa6eb2381a60d989dce0537de7d,packup,4,False
0b821c82148cc8cd57a09b3fe089b8dc,packup,5,False
0b82cc23f9d3c42e4974e625e5d2ac30,packup,3,False
0b8649a46f8a298f8d930fc778837eba,dal,7,False
0b8766edef3446bfb2c17686aa58514e,ftp,2,False
0b98b39a478a57157883d64f179fb675,packup,3,False
0ba9ad5d0ef79d62d8c7b80bda7079bc,packup,2,False
0bae0678d616287ed6dde2e03a93b9f5,dal,7,False
0bb6a91c06f4b093db822213a3fc2062,packup,2,False
0bc53d33e146856693aefd0f67a487c2,set-cover,4,False
0bc6c5e6674f0cd4aa4c3bf1cf2ebc70,packup,2,True
0bcc12c806338c37e64e03e60c42e0ef,dal,7,False
0bd0bff7050e323cb0050ef247462313,set-cover-ep,4,False
0bd1dc504fcb7cb5dc5f55211ea6abe8,packup,3,False
0bdb822f939a4c2b9f25be977d452ae1,packup,4,False
0be6b228143e97c6548fe8d4bf8765c8,dal,7,False
0bf752d2b8cbb7ada41925cf51bf1b91,set-cover-ep,5,False
0bf8830290a8b329c5ebffb8562b3cd3,ftp,2,False
0bf8a359ac8425e4368f6a3b8307dbcd,packup,3,False
0c03bac8b71ca220bffd6fac2518b2ce,dal,7,False
0c157a9a631a8b1dc41df8b41d0eef5e,packup,4,False
0c28c5af36b9f719709cdcc66c161e19,dal,7,False
0c2d55025a2b769f1f2d2ece39041a13,packup,4,False
0c3a97e98c82f28e05007bf0ae07b78e,ftp,2,False
0c3b3eea36dac36ab9bdbd811f170d88,dal,7,False
0c446ae82bc785fa13d034ae24433911,packup,2,False
0c48ab7912a72014e8f93025d6cd4d15,set-cover,4,False
0c4914d281ec295c8c646f39887c7c83,packup,3,False
0c4c4e6217f740cec76cbe6ccb9b3c7c,dal,7,False
0c512f5dbc069d656a8621e221f299da,set-cover,5,False
0c51c28e4babb0a3b1cb405f65d0248f,dal,7,False
0c528a34390f2d03b805f459c7eecb8c,packup,3,False
0c5ac82162c0839e207ea704343922c8,packup,2,False
0c5e125031d3a4f83d03bead8b593c41,mlic,2,False
0c619d20c5b69ff3da8cb6efc0e0321a,packup,4,False
0c619e2ef45fb34a658fe392055218e0,dal,7,False
0c69de97942ea0e3f8cc3aa595034b72,dal,7,False
0c93ac3d7f3d9186038bfe66e183fed3,dal,7,False
0c9aba1dbefd7885a96c6a793e7577d4,packup,2,False
0c9b02798141bbe0a4d732f7f8839c7c,packup,3,False
0cbdbc92442d2493d1d6550ab4edc04c,set-cover-ep,3,False
0cd2c835138cc15a7bcaaac05c72e6aa,dal,7,False
0cd33e7bccc3c1ab1c91490f5bba1cc0,dal,7,False
0cd8d51d959a1c6fac8c88354034570f,packup,2,False
0cd8eb2f98a5970e1a02fe6808d96999,packup,2,False
0cedc2cab8db077c8dc4692755b93202,set-cover-sc,4,False
0cfc47bc1ab76d459e7086face037aa1,packup,2,False
0d0caa989cc16e6e44b22db287751cb4,ftp,2,False
0d13b02d832d99ab21fc66938c99a40d,set-cover,4,False
0d1a448e9939e7d9fc72aaf07f323864,packup,2,False
0d20edb35d5eeb25cde4ce3fc61a7305,mlic,2,False
0d2b3e0e93803d8ac1ec2e21e36f694a,packup,3,False
0d2f960c271daab44b350bd923676f89,dal,7,False
0d36d88b18e41bb6d3691652dd63e563,packup,2,False
0d3b243462a38294726132ef3f441374,packup,4,False
0d40a6512d2272576e42942023bb02f0,dal,7,False
0d444d3f06871fdfb1094423fa72d44e,packup,2,False
0d46769a56ba0fb7c66013fc08718050,dal,7,False
0d514b83dfba553257e65ffec24cca2c,set-cover,5,False
0d59915ef67ef0c1fa4ce810a9b08653,mlic,2,False
0d655bb8704e645d3a0ce83b3cfadfd5,packup,3,False
0d6c7f038861ab15dadbf60a0f5aa49c,packup,2,False
0d70bb25370789146f22cbad822f7f52,set-cover,4,False
0d772e4f5d68652aa5ebc9c8945546d4,packup,3,False
0d8521e2f5f3101f8325aa417a2050db,packup,3,False
0d92e117923d450f5a08bf3cb08a93c1,packup,4,False
0d976d18bc1f2828e6ff4224b0ddf3ee,set-cover-sc,4,False
0d9ab973195c0b0cfea034ed7d630aa9,packup,5,False
0db0b854ecbd3e62d5ffe9de0ca593bb,packup,4,False
0db1ba0581c5760cd88534760f085ecf,packup,3,False
0dbdd4f7d0d7acbaf3e79ab7cf48b0e6,packup,2,False
0dbf43ebe9a114627a9abc8cec623356,packup,3,False
0dc00a4ef218f78850ec05638d5b38d8,packup,4,False
0dce32be334c6b9345b99466b052f05b,packup,4,False
0dcf4e5f3023557165f509995c2fe4a4,dal,7,False
0dcf80c57dbbaf07a9ed86d4bc763956,set-cover,5,False
0dd0184576130e650a40f6fa5d36f96b,packup,3,False
0dd05e7e60cc780f66373f5aa60bf387,packup,5,False
0ddd10a4601a5cfcc8431fca3bce2cef,packup,2,False
0de6d148471fc3b90281db99a02088e4,packup,2,False
0dfac840fbd25897d55c2e28fb4f8a57,dal,7,False
0dfb2387d484ae392fe95574c7c18bd8,dal,7,False
0dfec3ce8476ee20feaaa63997bd2eb2,packup,3,False
0e09e44e0f6cdb650951cf2fc7af31b9,set-cover,3,False
0e32781ebf15eb69a046142d60d7e72c,packup,3,False
0e34d05fe189d81a12b8800eab075ecd,dal,7,False
0e3b3c72f000a36fc2cd09babd0a4126,set-cover,4,False
0e3cbd16afa3ac2effa9ec69d2933b60,packup,4,False
0e3fed25162227f135c2f5ede15a385d,set-cover,3,False
0e4103fe66594f3c77a0d3bf70556934,dal,7,False
0e4880c27962ecfce4a06076991f6ba0,packup,3,False
0e4bb464aa4e57787f516c8be5c6ee71,set-cover-ep,4,False
0e55d41b23f6a1131a84596eebc6061d,dal,7,False
0e59a2dcd0ebc0dd3b10c990ff26aa74,dal,7,False
0e6407921b47b6158e17330b07d1dcdf,packup,2,False
0e65b070923f4f234f5e61f7d1159b9b,spot5,2,True
0e77e378f9cabe85fe8e99c9daa304b2,dal,7,False
0e78839624179de1cb9c1dc99a04ca99,dal,7,False
0e7c00bed6843ad533130782797aab28,packup,3,False
0e7ee37fcc1ddcb93b3be48a1a18cd89,packup,3,False
0e9f26355bba89098b54b769946682c0,packup,2,False
0ea7f0406d18cc65f4285a011b76cf22,dal,7,False
0eb1ed7e8de95adcaae7ec30efdb58f8,packup,3,False
0ebb617be3cfffb9103557234b2768f2,set-cover-ep,2,False
0ec932de353de4de3bc67c4caec08bb9,spot5,2,True
0ecaaa8ae400cabc772e08006c369ae0,ftp,2,False
0ecd8a78a3a9343092ff0ee42a8c0898,packup,4,False
0edff75095de9819650c99deab68cd72,dal,7,False
0ef1cd401f86c7a771679723fb93ae62,packup,3,False
0ef8009fded13f6928d239cd7d398227,packup,3,False
0efa64e644876727fbb7dc84635a18a1,set-cover-sc,4,True
0f03f7362ce6320fdfc3904af7beaf20,ftp,2,False
0f1c20ea28512221b91140044418d665,packup,3,False
0f1d26d899c39d8e0a3e2690bcef5b99,set-cover-ep,5,False
