hash,family,objectives,s_1_weight_sum,s_2_weight_sum,s_3_weight_sum,s_4_weight_sum,s_5_weight_sum,selected
04790b0070d77c344fbc9b14eb15f0f7,packup,2,843,2423,0,0,0,False
047e5aa5597ed97dd55e26fc4c17a156,set-cover-sc,2,9851,9543,0,0,0,True
0481974778e0d930720bf5e93e01c41f,set-cover-sc,5,7845,7508,7841,6702,8210,False
048d01e297bf064aec121b6796bb3012,packup,3,873,3895,2209,0,0,False
0492820f9e4a56292bd6df104638b80b,mlic,2,220,10000,0,0,0,False
04977a622a0fc560fd67f7ea0e7024ee,set-cover-ep,5,5214,4915,5224,5153,5042,False
04a040c4a1fe9a3d6b4db9f738f67e4e,set-cover,3,10037,9537,10011,0,0,False
04b1487859a5fdb93cbbce18730a928f,set-cover,4,10132,9985,9996,10034,0,False
04b3636a18a0fb2f781a3492cf6a9718,packup,2,3177,1432,0,0,0,False
04c52e173137fed2b35744e842cb54ac,packup,3,2309,901,2256,0,0,False
04e687a946c1b15aaf86fb5aab328be7,mlic,2,288,5000,0,0,0,False
04ee83f5b860d2cc2c67a18efe97ee61,packup,2,4858,2474,0,0,0,True
05055b26efde9e51be155c949cdf00de,packup,4,4478,5428,3847,3669,0,False
0527e827198767f5e6009d7416701512,packup,3,576,562,831,0,0,False
053483a607de34dca764dc4a55ed0dd8,mlic,2,3022,10000,0,0,0,False
0544440e4509cb79fe7d2f178f8cc62a,ftp,2,715231,9803016,0,0,0,False
0555d83ad8ecfb110f0e221ee183a573,packup,2,872,3532,0,0,0,False
056c595d9af75424fe23d18cd986a674,ftp,2,50841,654600,0,0,0,False
0581f87918e493658253cf72731f27a8,packup,2,129,176,0,0,0,False
0589a34610977c77b3232ed2b0c2d34f,packup,2,2659,3674,0,0,0,False
058ea378945b37ea1326480baffdfe1d,packup,2,900,1889,0,0,0,False
059133cd53e1d6efa1bc3b5d844f428d,packup,2,1137,2314,0,0,0,False
05916766abed5467485ba31c98d5c986,packup,3,2909,849,2186,0,0,False
0594815f151bcdd57a87337c77972f9a,mlic,2,60,50,0,0,0,False
0596a2958785d5111575d9345680b481,set-cover,3,7837,7165,7364,0,0,False
05986ea65f70e0687e97ec90089441f2,packup,2,909,3723,0,0,0,False
0598fb390e453825ac0fc0f9ca10901a,packup,2,855,1745,0,0,0,False
059fb0b1a12bc4b30d34ca540e50ea4e,set-cover-sc,3,7837,7165,7364,0,0,False
05abf858c82f282edd68b781d594dfd0,set-cover-sc,4,5214,4915,5224,5153,0,False
05ae568fb659529f84d0f08e8db3e3b3,packup,5,2790,563,3426,1760,2126,False
05b7ab319965a0149155998f14084410,packup,4,558,3426,1760,2126,0,False
05c7ee482fd4807986ff7a3e838021b1,set-cover,4,10426,10475,10462,10115,0,False
05cde105f2f5c60f8efced4e3daf4ba2,packup,2,1573,1952,0,0,0,False
05d12506ac69e56adad0690dcca079ff,packup,2,2191,3141,0,0,0,False
05d52107c0aef7008841086ed6400e1d,packup,4,4412,5362,3826,3676,0,False
05daa6604bc5ea23b3d7375b48f1ec85,packup,3,2789,566,1758,0,0,False
05e5e8d1961490fbdf35154002351284,packup,4,874,3944,2275,2692,0,False
05fd621909f8a50dd3a0ab4abb5f86c9,packup,4,1427,2999,1067,472,0,False
05fe92d104329515098fba912bf7e7c5,packup,3,2927,870,2212,0,0,False
0600bfcea0a068ab1f3ff17bd5d92015,packup,3,2675,3941,2650,0,0,False
060a11e622701c3f17e06925eed9d92e,packup,4,4279,904,3548,3522,0,False
06176bee5e99558d23327834e93a930f,ftp,2,82788,1324628,0,0,0,False
0624f75cf98852254334592f1da3f403,packup,4,4356,5306,3776,3668,0,False
0644f324786c08cf39ad64cf7b08ce3e,set-cover,5,10426,10475,10462,10115,10504,False
064957bfd98447e53d9995cc66e6c40d,packup,2,884,3504,0,0,0,False
0650e384cb5087cc58e5eccce7a4cc84,set-cover-ep,4,4702,5335,4940,4597,0,False
0657887098cddb58a7c05c002a6851ba,packup,2,119,119,0,0,0,False
0662de4fb2f63435bc309a480d58fb61,packup,2,2187,2935,0,0,0,False
06686c56496c0a9582b75d3d97a75ef9,packup,2,0,1043,0,0,0,False
066a31a2450465bd5be82ae482e4e634,set-cover-ep,4,10037,9537,10011,10012,0,False
0679920fbbf588a937ab2ef08db22706,packup,2,473,516,0,0,0,False
069b47f9c4230d63c0c4771171257f48,packup,4,576,559,1212,831,0,False
06ab309b263f65f35c7349229cabdf5c,set-cover-sc,5,10426,10475,10462,10115,10504,False
06abba7b8e3bf349a32714718e046cda,set-cover,5,4702,5335,4940,4597,4944,False
06ac9fbd8a2aa3453d19eb41fe353700,packup,2,445,483,0,0,0,False
06aff9be49a0ec8998094b81445fe806,packup,2,587,621,0,0,0,False
06c6670f2cca1432f71b417a744e59b0,set-cover-ep,3,10426,10475,10462,0,0,False
06c68a1bf5242834d254984cc02c9411,packup,4,4325,5275,3507,3518,0,False
06c7e8302c9fd306348d2da578646e30,packup,3,2789,547,1758,0,0,False
06cd97bb5cfc62be94ae7e3051803eea,mlic,2,288,1000,0,0,0,False
06cf0bede22782d6b730b29767886a87,packup,2,576,550,0,0,0,False
06dc020e8b7d0f1f657a22bf6e6d39c4,set-cover,5,10426,10475,10462,10115,10504,False
06dc448524aaecf17efeaa9e885b44c1,packup,2,1473,843,0,0,0,False
06df7c7f1925e578efaa06cc5dde7dbb,set-cover,3,7845,7508,7841,0,0,False
06dfbb3a46a5cdb437766cddb9aef5d5,packup,2,450,361,0,0,0,False
06e154d392a61f9f701b5974bc2f9684,set-cover,3,4702,5335,4940,0,0,False
06e4d02046c475219ce7d533ab1331ea,set-cover-ep,5,8009,7558,7866,7189,7174,False
06f3bd262cd448fd6bacd000226b50d6,packup,2,1016,3908,0,0,0,False
06f7b52608cbf6f62cc9f0596db0c3d3,packup,2,2995,2966,0,0,0,False
0701cbea43c4837863a974c7ea14061c,packup,2,880,3265,0,0,0,False
070662687be5f8a73d177850827fae64,packup,4,1484,868,2434,1732,0,False
0708db7afa893f48f2a095107fe6f0e2,packup,3,923,3917,2807,0,0,False
070cfcf28df41a2d25853d2b6e6410bf,set-cover-sc,2,4721,4759,0,0,0,True
07129dd23dad65cb9c36f5ff0c4a3384,packup,4,4534,859,3920,3722,0,False
07311e14efe722ca6989a36355ebea20,packup,1,664,0,0,0,0,False
074121666c069543e3f83c0383d3fc7e,packup,3,2709,3659,2068,0,0,False
07475ce64f2a7fe595fbcfa25f254473,ftp,2,615290,9022520,0,0,0,False
0756ef716da9b104c1727ea51b1ff20e,set-cover,4,5130,5393,5044,5380,0,False
07628bd8a585d666a2af86d3a2e4e212,packup,2,1504,832,0,0,0,False
076f8012075b283ca133377b08ebb4a5,packup,5,4692,870,5642,3942,3898,True
077e5ab2b401c88af0a57684adae2a62,set-cover-sc,2,3372,2961,0,0,0,False
07841d1ee861ad982049f6f6da0d8b7e,packup,4,4424,5374,3813,3677,0,False
0784af07a65d3645e969a906914d60aa,packup,3,3886,2235,2670,0,0,False
07865abcbd00a43acf22f247d410fb7f,packup,4,2920,3870,2229,2658,0,False
078bdf7d16d1b90bfcfe6f9ae3ee72ef,packup,4,2928,859,2242,2664,0,False
07988df96ae5c5c5fbce62122a279102,packup,2,1665,1589,0,0,0,False
07ab8908e840df78733bc9e900634d0f,packup,3,4142,5092,3577,0,0,False
07aeac761a6792dd9c9130eae8df0b94,packup,2,179,340,0,0,0,False
07b4ae6ee314c78632b353313299a1a8,packup,2,3681,2094,0,0,0,True
07bf0e9791e8c94100b3f44ea0c00f44,mlic,2,422,5000,0,0,0,True
07c2185cda744f10b5cf800d18f6ce3d,packup,4,4657,872,5607,3866,0,True
07c2ed7b6f93b5d793fe9d9dc91aef42,packup,3,1210,2901,4204,0,0,False
07c99df899be86010ded6854780ea8bd,packup,2,1438,1069,0,0,0,False
07cc3461e887fc49127ef0b5ce6b52a5,packup,2,5225,3622,0,0,0,False
07d4053ef1972bfb4037d2c8f4d300e8,ftp,2,312834,4205046,0,0,0,False
07ef132d943b90811215335b609b2571,shiftdesign,3,3200,3360,110,0,0,True
07f0b2291d04209f9467d66110491a59,set-cover-sc,2,7069,7195,0,0,0,False
07f60d1524150791a70b7cf4d9ccb1b1,ftp,2,642720,8192304,0,0,0,False
07f9944aff45cc8a81390bbad43e7c7e,packup,3,153,1438,292,0,0,False
07faaaa0d2159fa1487a448408d79b53,set-cover-ep,4,5048,5084,4870,5115,0,True
07fb1bfe64ede1de35185bf787083de1,packup,4,2200,3583,1725,1381,0,False
0800d2b856110b271aae699adb53bd2e,packup,3,2435,838,3385,0,0,False
08010f1ac53a85bcf862052b0a18ee87,packup,3,0,2999,2143,0,0,False
08115f96beff01d6d11aeb0297e5be9f,mlic,2,302,50,0,0,0,False
083194066da3db7249fd704f1f16ab33,packup,2,3272,2226,0,0,0,False
083449f0d6af12b11dd71c5b25202f7d,packup,3,837,3884,3716,0,0,False
084f26d9ef30a88c6441d0fabde14815,packup,4,2915,3865,2226,2659,0,False
087022a60ffb14e23d382a7cdd10ba34,packup,3,1499,842,1745,0,0,False
08713e4014212cfb4b5f38af643a7a55,set-cover-sc,3,4702,5335,4940,0,0,True
0898ac800102ee07ed0e595dfd6fc19a,packup,2,1431,2274,0,0,0,False
089c11ddc2481cd70fa4dcbad77b39e9,packup,3,4677,3082,3034,0,0,False
08b167281be98ebb99731d0420a602fe,packup,4,4353,5303,3748,3664,0,False
08b774106cd2cb76f880907ac6da09b0,packup,3,2925,744,2193,0,0,False
08ba23cd32455984ebdef0fcb6a4b968,packup,2,1538,1089,0,0,0,False
08c5963cca6337439c3ad66e3b3aeb5e,set-cover,5,7350,7627,7189,7419,7434,False
08ca2c65c5d52aad1fcee0d1b130bffe,set-cover-sc,3,7350,7627,7189,0,0,False
08e46ba8c532e95b5e8139c95ec00b63,packup,2,869,506,0,0,0,False
0903e9cf634ad3fee4207bb3026726ba,set-cover-ep,4,4702,5335,4940,4597,0,False
090d98dcd820f5ea52ded4e9e8887c0a,packup,3,557,1760,2126,0,0,False
09161f34dad33b6be1c911b4576d3c57,set-cover-ep,2,5361,4759,0,0,0,False
0924417af18e8c1e58267123a38794ed,packup,3,1527,874,2477,0,0,False
093189097a587b47c7202a25e537d5e6,mlic,2,1820,50,0,0,0,False
09363559b18e1c6152b95c9afc2282f1,set-cover,4,8009,7558,7866,7189,0,False
093ea938bde53d9681b21a0ac004ffc0,packup,3,4261,879,3493,0,0,False
093fc73a4520e8d66fb89ff2095c081c,packup,3,2960,4247,2889,0,0,False
097544b4b97d970a4be3016a05386099,mlic,2,288,100,0,0,0,False
097cea8a3086ddf5984c220d574964c9,packup,2,5163,3602,0,0,0,False
09a39aa5ad3e13bc122f9e8b889c84d7,packup,2,1746,286,0,0,0,False
09a7c680459202de9373decb7ce197aa,set-cover,3,10132,9985,9996,0,0,False
09ae824a94b9183ccbf1c34bf5598fcd,packup,3,1038,3930,2592,0,0,False
09b64eae244b66bc7a14da7aad8a9b26,set-cover-ep,3,10523,10424,9675,0,0,True
09c3148d2ec93ce6adca133612a116ef,packup,2,3157,2519,0,0,0,False
09d2db3cc2456fffa81637c97ce601d7,packup,3,1401,1868,314,0,0,False
09f8dd80f0121a039d94a8d8a925f3c6,set-cover-ep,3,7837,7165,7364,0,0,False
09f941f63522d1cbd3ac2da8edb11e00,packup,3,3885,2252,2667,0,0,False
09fb5b11a9fb03ba043a3e06244255ca,ftp,2,272343,3856872,0,0,0,False
09fed38474dcde091c77576278f2fb1a,packup,3,1059,2728,3951,0,0,False
0a005fc2a8f3f7a982d33dc7a8e9d9c7,set-cover,3,5557,4869,5392,0,0,False
0a174315b785e15b89d44386c57a7c61,set-cover-ep,5,8009,7558,7866,7189,7174,False
0a1854fc9fd99e14b62f1294a6113793,packup,3,2789,3425,1749,0,0,False
0a1e99a0121c88e034bb96cd158c6e1c,set-cover-sc,3,5557,4869,5392,0,0,False
0a213ef3494c319cae66c142e0ebff36,ftp,2,458924,6583869,0,0,0,False
0a22f5120d0594feda38f34d73b831fd,packup,4,4440,806,3870,3708,0,False
0a23ae1e3f20354af8a93170b075993e,packup,3,538,3425,1758,0,0,False
0a24d1abe3eb6cb5f71de123c4f9b0fe,packup,2,891,3762,0,0,0,False
0a45681f3731c58f48cc2736a71be872,ftp,2,11444,200190,0,0,0,False
0a495fe7db0861564089d01cc611be2b,mlic,2,176,50,0,0,0,False
0a57ce1e5439631b0545c00065737419,packup,2,524,1160,0,0,0,False
0a69fbe2ec46815c1f4d3ff88b5e125d,set-cover,4,7350,7627,7189,7419,0,False
0a6d4466d33d5bf85782b16f6d49a7cd,set-cover-ep,3,10523,10424,9675,0,0,False
0a7233921412d602443ed1c41902e373,packup,2,3737,2107,0,0,0,False
0a7d51c0d6dbb05810283655735462de,packup,3,5300,3751,3665,0,0,False
0a869fa6e768bb94c2b982110799a0be,packup,3,837,1804,456,0,0,False
0a92f0b6321097b10c84e4cd4c64c66f,spot5,2,598,60,0,0,0,True
0a983fa2564723149a1349e0dc0ae1c9,packup,2,848,2281,0,0,0,False
0a9eecb034b2599a019fc1b93a3e6246,set-cover-ep,3,10426,10475,10462,0,0,False
0a9fa0f8e6859b1aafda33b3c1e597e6,packup,2,882,3744,0,0,0,False
0aac4c5f733acd969eddcd42563dfee9,packup,2,855,2449,0,0,0,False
0ab8c31bc1279f154fb226fbaa832903,set-cover,4,7837,7165,7364,7747,0,False
0abf4c163996d62d376e5bac5793e3df,set-cover-sc,3,7350,7627,7189,0,0,False
0ac6dcc0cb2f1dcb22cfed7d52fa4ac5,set-cover,3,5048,5084,4870,0,0,False
0ac7af75776d5210638df4f8adc2a111,set-cover-ep,5,5130,5393,5044,5380,4960,False
0ad3174edeb90660acc578b2fcd6c283,packup,4,1049,2779,3941,2650,0,False
0adca69e4d07481fb527c73506f73c67,mlic,2,3022,1000,0,0,0,False
0aea6a9a2b0fbe0ad521708aea99630d,ftp,2,279150,3947727,0,0,0,False
0aec424d244c19859a41c71f8a387d2f,packup,2,837,3284,0,0,0,False
0af75505d897e2eb23405f0f7d55acba,packup,2,995,3887,0,0,0,False
0af806613046266374ec224f778eca50,packup,2,3877,1897,0,0,0,False
0b0c82aa939e46e4cb96723cad7d7a9c,packup,4,825,5387,3867,3707,0,False
0b0db150eb22265f5ec86f93add0bf9a,set-cover,5,7913,7905,7744,7801,7460,False
0b2cd5b7ea3e0a8b470ff5377b3eb8d6,set-cover-ep,5,10426,10475,10462,10115,10504,False
0b3147a230f19c881d2b783e411f41f9,packup,2,849,3756,0,0,0,False
0b3b318fed1a434b98b4f8f70ca2e1db,packup,3,3015,1067,473,0,0,False
0b3b4d4acd66973b0159f278faf9b6d5,packup,3,2455,895,2377,0,0,False
0b40378ae4432bf5a1150b357f52610f,set-cover-sc,4,7845,7508,7841,6702,0,False
0b46ff1c1e8bbd5b96f5e795b91d21c6,packup,3,2150,3100,1826,0,0,False
0b4e1b368e76fdf3004ea00f813daac0,set-cover-sc,2,6834,6869,0,0,0,False
0b5039b970f147846ed101bd6573fcc2,packup,5,4449,819,5399,3966,3714,True
0b62e5c860d5f69c1a7033b0c05ce5d5,ftp,2,11141,179735,0,0,0,False
0b695a18adf57d7cf72de95d7ae04b47,packup,3,1052,2772,3944,0,0,False
0b7bbfa6eb2381a60d989dce0537de7d,packup,4,1162,2678,4054,2705,0,False
0b821c82148cc8cd57a09b3fe089b8dc,packup,5,4278,902,5228,3553,3529,False
0b82cc23f9d3c42e4974e625e5d2ac30,packup,3,2901,5162,3527,0,0,False
0b8766edef3446bfb2c17686aa58514e,ftp,2,495196,7254035,0,0,0,False
0b98b39a478a57157883d64f179fb675,packup,3,2929,842,2197,0,0,False
0ba9ad5d0ef79d62d8c7b80bda7079bc,packup,2,843,2186,0,0,0,False
0bb6a91c06f4b093db822213a3fc2062,packup,2,904,3488,0,0,0,False
0bc53d33e146856693aefd0f67a487c2,set-cover,4,7845,7508,7841,6702,0,False
0bc6c5e6674f0cd4aa4c3bf1cf2ebc70,packup,2,3129,2540,0,0,0,True
0bd0bff7050e323cb0050ef247462313,set-cover-ep,4,5214,4915,5224,5153,0,False
0bd1dc504fcb7cb5dc5f55211ea6abe8,packup,3,545,1760,2126,0,0,False
0bdb822f939a4c2b9f25be977d452ae1,packup,4,2789,557,3425,1758,0,False
0bf752d2b8cbb7ada41925cf51bf1b91,set-cover-ep,5,10037,9537,10011,10012,9942,False
0bf8830290a8b329c5ebffb8562b3cd3,ftp,2,75925,1116060,0,0,0,False
0bf8a359ac8425e4368f6a3b8307dbcd,packup,3,853,5358,3805,0,0,False
0c157a9a631a8b1dc41df8b41d0eef5e,packup,4,1478,1414,3050,1093,0,False
0c2d55025a2b769f1f2d2ece39041a13,packup,4,1431,1401,3003,1061,0,False
0c3a97e98c82f28e05007bf0ae07b78e,ftp,2,13925,247375,0,0,0,False
0c446ae82bc785fa13d034ae24433911,packup,2,744,2440,0,0,0,False
0c48ab7912a72014e8f93025d6cd4d15,set-cover,4,10426,10475,10462,10115,0,False
0c4914d281ec295c8c646f39887c7c83,packup,3,4153,5103,3581,0,0,False
0c512f5dbc069d656a8621e221f299da,set-cover,5,5557,4869,5392,5083,4928,False
0c528a34390f2d03b805f459c7eecb8c,packup,3,4427,853,3832,0,0,False
0c5ac82162c0839e207ea704343922c8,packup,2,915,1865,0,0,0,False
0c5e125031d3a4f83d03bead8b593c41,mlic,2,158,5000,0,0,0,False
0c619d20c5b69ff3da8cb6efc0e0321a,packup,4,2789,563,3425,1758,0,False
0c9aba1dbefd7885a96c6a793e7577d4,packup,2,827,1788,0,0,0,False
0c9b02798141bbe0a4d732f7f8839c7c,packup,3,2709,3659,2068,0,0,False
0cbdbc92442d2493d1d6550ab4edc04c,set-cover-ep,3,7913,7905,7744,0,0,False
0cd8d51d959a1c6fac8c88354034570f,packup,2,872,2342,0,0,0,False
0cd8eb2f98a5970e1a02fe6808d96999,packup,2,189,283,0,0,0,False
0cedc2cab8db077c8dc4692755b93202,set-cover-sc,4,7350,7627,7189,7419,0,False
0cfc47bc1ab76d459e7086face037aa1,packup,2,145,222,0,0,0,False
0d0caa989cc16e6e44b22db287751cb4,ftp,2,120643,2116310,0,0,0,False
0d13b02d832d99ab21fc66938c99a40d,set-cover,4,5130,5393,5044,5380,0,False
0d1a448e9939e7d9fc72aaf07f323864,packup,2,908,2219,0,0,0,False
0d20edb35d5eeb25cde4ce3fc61a7305,mlic,2,230,5000,0,0,0,False
0d2b3e0e93803d8ac1ec2e21e36f694a,packup,3,1501,2451,1737,0,0,False
0d36d88b18e41bb6d3691652dd63e563,packup,2,538,1758,0,0,0,False
0d3b243462a38294726132ef3f441374,packup,4,2788,3424,1739,2122,0,False
0d444d3f06871fdfb1094423fa72d44e,packup,2,1950,1279,0,0,0,False
0d514b83dfba553257e65ffec24cca2c,set-cover,5,7845,7508,7841,6702,8210,False
0d59915ef67ef0c1fa4ce810a9b08653,mlic,2,12,100,0,0,0,False
0d655bb8704e645d3a0ce83b3cfadfd5,packup,3,797,3885,3716,0,0,False
